EDGEID,"TYPE",HASH,SRCVERTEXHASH,DSTVERTEXHASH,"OPERATION","TIME"
1499,"Used",-67794611,2015630458,-1076140352,"read","978311658.092"
1500,"WasInformedBy",-1438223871,1313860008,2015630458,"fork","978311658.092"
1501,"Used",-67794611,2015630458,-1076140352,"read","978311658.092"
1502,"WasInformedBy",-1438270916,1313860008,2015630458,"fork","978311658.093"
1503,"Used",-67841656,2015630458,-1076140352,"read","978311658.093"
1504,"WasInformedBy",-1438270916,1313860008,2015630458,"fork","978311658.093"
1505,"Used",-67841656,2015630458,-1076140352,"read","978311658.093"
1506,"WasInformedBy",-1438270916,1313860008,2015630458,"fork","978311658.093"
1507,"Used",-67841656,2015630458,-1076140352,"read","978311658.093"
1508,"WasInformedBy",-1438280325,1313860008,2015630458,"fork","978311658.094"
1509,"Used",-67851065,2015630458,-1076140352,"read","978311658.094"
1510,"WasInformedBy",-1438280325,1313860008,2015630458,"fork","978311658.094"
1511,"Used",-67851065,2015630458,-1076140352,"read","978311658.094"
1512,"WasInformedBy",-1438280325,1313860008,2015630458,"fork","978311658.094"
1513,"Used",-67851065,2015630458,-1076140352,"read","978311658.094"
1514,"WasInformedBy",-1438280325,1313860008,2015630458,"fork","978311658.094"
1515,"Used",-67851065,2015630458,-1076140352,"read","978311658.094"
1516,"WasInformedBy",-1438252098,1313860008,2015630458,"fork","978311658.095"
1517,"Used",-67822838,2015630458,-1076140352,"read","978311658.095"
1518,"WasInformedBy",-1438252098,1313860008,2015630458,"fork","978311658.095"
1519,"Used",-67822838,2015630458,-1076140352,"read","978311658.095"
1520,"WasInformedBy",-1438252098,1313860008,2015630458,"fork","978311658.095"
1521,"Used",-67822838,2015630458,-1076140352,"read","978311658.095"
1522,"Used",-67559386,2015630458,-1076140352,"read","978311658.099"
1523,"WasInformedBy",-214022144,1360814781,1315762623,NULL,NULL
1524,"Used",839829385,1360814781,-1076140352,"read","978311658.099"
1525,"WasInformedBy",-2092804420,1313860007,1360814781,"fork","978311658.099"
1526,"Used",839829385,1360814781,-1076140352,"read","978311658.099"
1527,"WasInformedBy",-2092804420,1313860007,1360814781,"fork","978311658.099"
1528,"Used",839829385,1360814781,-1076140352,"read","978311658.099"
1529,"WasInformedBy",-2092804420,1313860007,1360814781,"fork","978311658.099"
1530,"Used",839829385,1360814781,-1076140352,"read","978311658.099"
1531,"WasInformedBy",-2094921445,1313860007,1360814781,"fork","978311658.100"
1532,"Used",837712360,1360814781,-1076140352,"read","978311658.100"
1533,"WasInformedBy",-2094921445,1313860007,1360814781,"fork","978311658.100"
1534,"Used",837712360,1360814781,-1076140352,"read","978311658.100"
1535,"WasInformedBy",-2094921445,1313860007,1360814781,"fork","978311658.100"
1536,"Used",837712360,1360814781,-1076140352,"read","978311658.100"
1537,"WasInformedBy",-2094921445,1313860007,1360814781,"fork","978311658.100"
1538,"Used",837712360,1360814781,-1076140352,"read","978311658.100"
1539,"WasInformedBy",-2094921445,1313860007,1360814781,"fork","978311658.100"
1540,"Used",837712360,1360814781,-1076140352,"read","978311658.100"
1541,"WasInformedBy",-2094921445,1313860007,1360814781,"fork","978311658.100"
1542,"Used",837665315,1360814781,-1076140352,"read","978311658.101"
1543,"Used",837665315,1360814781,-1076140352,"read","978311658.101"
1544,"Used",837665315,1360814781,-1076140352,"read","978311658.101"
1545,"WasInformedBy",-2094968490,1313860007,1360814781,"fork","978311658.101"
1546,"Used",837665315,1360814781,-1076140352,"read","978311658.101"
1547,"WasInformedBy",-2094968490,1313860007,1360814781,"fork","978311658.101"
1548,"Used",837665315,1360814781,-1076140352,"read","978311658.101"
1549,"WasInformedBy",-2094968490,1313860007,1360814781,"fork","978311658.101"
1550,"Used",837665315,1360814781,-1076140352,"read","978311658.101"
1551,"WasInformedBy",-2094968490,1313860007,1360814781,"fork","978311658.101"
1552,"Used",837665315,1360814781,-1076140352,"read","978311658.101"
1553,"Used",837655906,1360814781,-1076140352,"read","978311658.102"
1554,"WasInformedBy",-2084411592,1313860007,1360814781,"fork","978311658.213"
1555,"Used",940289278,1360814781,-1076140352,"read","978311658.436"
1556,"WasInformedBy",-1992344527,1313860007,1360814781,"fork","978311658.436"
1557,"Used",950846176,1360814781,-1076140352,"read","978311658.504"
1558,"WasInformedBy",-1982088717,1313860007,1360814781,"fork","978311658.537"
1559,"Used",954214598,1360814781,-1076140352,"read","978311658.571"
1560,"WasInformedBy",-1978438025,1313860007,1360814781,"fork","978311658.577"
1561,"Used",954195780,1360814781,-1076140352,"read","978311658.577"
1562,"WasInformedBy",-1978438025,1313860007,1360814781,"fork","978311658.577"
1563,"WasInformedBy",-1971578185,1313860014,1360814781,"fork","978311658.606"
1564,"Used",396581044,1360814781,-1640604840,"read","978311658.607"
1565,"WasInformedBy",-1971587594,1313860014,1360814781,"fork","978311658.607"
1566,"Used",396581044,1360814781,-1640604840,"read","978311658.607"
1567,"WasInformedBy",-1971587594,1313860014,1360814781,"fork","978311658.607"
1568,"Used",396581044,1360814781,-1640604840,"read","978311658.607"
1569,"WasInformedBy",-1971898091,1313860014,1360814781,"fork","978311658.637"
1570,"Used",396289365,1360814781,-1640604840,"read","978311658.639"
1571,"Used",396289365,1360814781,-1640604840,"read","978311658.639"
1572,"WasInformedBy",-1973281214,1313860014,1360814781,"fork","978311658.661"
1573,"Used",394887424,1360814781,-1640604840,"read","978311658.661"
1574,"WasInformedBy",-1973356486,1313860014,1360814781,"fork","978311658.669"
1575,"WasInformedBy",-1972980223,1313860013,1360814781,"fork","978311658.672"
1576,"WasInformedBy",-1973027365,1313860012,1360814781,"fork","978311658.673"
1577,"WasInformedBy",-1973027462,1313860011,1360814781,"fork","978311658.673"
1578,"WasInformedBy",-1973037744,1313860002,1360814781,"fork","978311658.674"
1579,"WasInformedBy",-1973037841,1313860001,1360814781,"fork","978311658.674"
1580,"WasInformedBy",-1972919986,1313861507,1360814781,"fork","978311658.677"
1581,"WasInformedBy",-787081968,1360803285,743817911,NULL,NULL
1582,"WasInformedBy",-214017100,1360814833,1315762623,NULL,NULL
1583,"WasInformedBy",-2022924307,1313861553,1360814833,"fork","978311658.816"
1584,"Used",800835812,1360814833,-1184869068,"read","978311658.816"
1585,"WasInformedBy",-2023789935,1313861553,1360814833,"fork","978311658.823"
1586,"Used",799913730,1360814833,-1184869068,"read","978311658.825"
1587,"WasInformedBy",-2023846486,1313861552,1360814833,"fork","978311658.825"
1588,"Used",1607677853,1360814833,-377500123,"read","978311658.830"
1589,"Used",800308908,1360814833,-1184869068,"read","978311658.830"
1590,"WasInformedBy",-2023451211,1313861553,1360814833,"fork","978311658.830"
1591,"Used",800308908,1360814833,-1184869068,"read","978311658.830"
1592,"WasInformedBy",-2023451211,1313861553,1360814833,"fork","978311658.830"
1593,"Used",800308908,1360814833,-1184869068,"read","978311658.830"
1594,"WasInformedBy",-2023451211,1313861553,1360814833,"fork","978311658.830"
1595,"Used",800308908,1360814833,-1184869068,"read","978311658.830"
1596,"Used",1500345621,1360814833,-484785310,"read","978311658.831"
1597,"Used",800261863,1360814833,-1184869068,"read","978311658.831"
1598,"WasInformedBy",-2029237746,1313861553,1360814833,"fork","978311658.848"
1599,"WasInformedBy",-787082259,1360803282,743817911,NULL,NULL
1600,"Used",1887546803,1360802133,-89436613,"read","978311658.889"
1601,"WasInformedBy",-2020186482,1313861551,1360814833,"fork","978311658.985"
1602,"Used",765714181,1360814833,-1230479185,"read","978311659.024"
1603,"Used",765742408,1360814833,-1230479185,"read","978311659.025"
1604,"WasInformedBy",-2012408661,1313861542,1360814833,"fork","978311659.025"
1605,"Used",765742408,1360814833,-1230479185,"read","978311659.025"
1606,"WasInformedBy",-2012408661,1313861542,1360814833,"fork","978311659.025"
1607,"Used",765742408,1360814833,-1230479185,"read","978311659.025"
1608,"WasInformedBy",-2012408661,1313861542,1360814833,"fork","978311659.025"
1609,"Used",765742408,1360814833,-1230479185,"read","978311659.025"
1610,"Used",765704772,1360814833,-1230479185,"read","978311659.029"
1611,"WasInformedBy",-2006057586,1313861542,1360814833,"fork","978311659.110"
1612,"Used",772037029,1360814833,-1230479185,"read","978311659.112"
1613,"WasInformedBy",-787081386,1360803291,743817911,NULL,NULL
1614,"Used",1915526610,1360802133,-89342533,"read","978311659.159"
1615,"WasInformedBy",-2002444530,1313861542,1360814833,"fork","978311659.154"
1616,"Used",775057318,1360814833,-1230479185,"read","978311659.177"
1617,"WasInformedBy",-2003093751,1313861542,1360814833,"fork","978311659.177"
1618,"Used",774154054,1360814833,-1230479185,"read","978311659.188"
1619,"WasInformedBy",2036428604,1313861542,1360814833,"fork","978311659.608"
1620,"Used",519612377,1360814833,-1230479185,"read","978311659.608"
1621,"WasInformedBy",2036505622,1313861560,1360814833,"fork","978311659.611"
1622,"WasInformedBy",-787080804,1360803297,743817911,NULL,NULL
1623,"WasInformedBy",2030134960,1313861477,1360803297,"fork","978311659.647"
1624,"WasInformedBy",2030125551,1313861477,1360803297,"fork","978311659.648"
1625,"WasInformedBy",2030125551,1313861477,1360803297,"fork","978311659.648"
1626,"WasInformedBy",-1888317412,1313861540,1360814781,"fork","978311660.831"
1627,"WasInformedBy",-1889267818,1313861539,1360814781,"fork","978311660.832"
1628,"WasInformedBy",-1889265587,1313861562,1360814781,"fork","978311660.832"
1629,"WasInformedBy",-1889275093,1313861561,1360814781,"fork","978311660.833"
1630,"WasInformedBy",-1889275190,1313861560,1360814781,"fork","978311660.833"
1631,"WasInformedBy",-787080901,1360803296,743817911,NULL,NULL
1632,"WasInformedBy",-1889247060,1313861559,1360814781,"fork","978311660.834"
1633,"WasInformedBy",-1889246381,1313861566,1360814781,"fork","978311660.834"
1634,"WasInformedBy",-1889255887,1313861565,1360814781,"fork","978311660.835"
1635,"WasInformedBy",-1889255984,1313861564,1360814781,"fork","978311660.835"
1636,"WasInformedBy",-1889256081,1313861563,1360814781,"fork","978311660.835"
1637,"WasInformedBy",-1889302156,1313861573,1360814781,"fork","978311660.836"
1638,"WasInformedBy",-1889311662,1313861572,1360814781,"fork","978311660.837"
1639,"WasInformedBy",-1889292941,1313861571,1360814781,"fork","978311660.839"
1640,"Used",2028727361,1360802133,-89375291,"read","978311660.839"
1641,"WasInformedBy",-1889234256,1313861594,1360814781,"fork","978311660.840"
1642,"WasInformedBy",-1889234353,1313861593,1360814781,"fork","978311660.840"
1643,"WasInformedBy",-1889234450,1313861592,1360814781,"fork","978311660.840"
1644,"WasInformedBy",-1889215729,1313861591,1360814781,"fork","978311660.842"
1645,"WasInformedBy",-1889215050,1313861598,1360814781,"fork","978311660.842"
1646,"WasInformedBy",485813778,1360814452,2015630458,NULL,NULL
1647,"WasInformedBy",-214016033,1360814844,1315762623,NULL,NULL
1648,"WasInformedBy",-1889976053,1313860061,1360814452,"fork","978311660.861"
1649,"WasInformedBy",-1889976053,1313860061,1360814452,"fork","978311660.861"
1650,"WasInformedBy",-1889976053,1313860061,1360814452,"fork","978311660.861"
1651,"WasInformedBy",-1889976053,1313860061,1360814452,"fork","978311660.861"
1652,"WasInformedBy",-1889985462,1313860061,1360814452,"fork","978311660.862"
1653,"WasInformedBy",-1889985462,1313860061,1360814452,"fork","978311660.862"
1654,"WasInformedBy",-1889985462,1313860061,1360814452,"fork","978311660.862"
1655,"WasInformedBy",-1889957235,1313860061,1360814452,"fork","978311660.863"
1656,"WasInformedBy",-1889957235,1313860061,1360814452,"fork","978311660.863"
1657,"WasInformedBy",-1889957235,1313860061,1360814452,"fork","978311660.863"
1658,"WasInformedBy",-1889957235,1313860061,1360814452,"fork","978311660.863"
1659,"WasInformedBy",-1889957235,1313860061,1360814452,"fork","978311660.863"
1660,"WasInformedBy",140216021,1364002269,1360814452,NULL,NULL
1661,"WasInformedBy",-1886524881,1313860060,1364002269,"fork","978311660.865"
1662,"WasInformedBy",-1886524881,1313860060,1364002269,"fork","978311660.865"
1663,"WasInformedBy",-1886524881,1313860060,1364002269,"fork","978311660.865"
1664,"WasInformedBy",-1886524881,1313860060,1364002269,"fork","978311660.865"
1665,"WasInformedBy",-1886534290,1313860060,1364002269,"fork","978311660.866"
1666,"WasInformedBy",485814554,1360814460,2015630458,NULL,NULL
1667,"WasInformedBy",-214013996,1360814865,1315762623,NULL,NULL
1668,"WasInformedBy",-1957067744,1313860101,1360814460,"fork","978311660.992"
1669,"WasInformedBy",-1957114789,1313860101,1360814460,"fork","978311660.993"
1670,"WasInformedBy",-1957114789,1313860101,1360814460,"fork","978311660.993"
1671,"WasInformedBy",-1949703046,1313860101,1360814460,"fork","978311661.025"
1672,"WasInformedBy",-1949703046,1313860101,1360814460,"fork","978311661.025"
1673,"WasInformedBy",-1949674819,1313860101,1360814460,"fork","978311661.026"
1674,"WasInformedBy",-1949674819,1313860101,1360814460,"fork","978311661.026"
1675,"WasInformedBy",-1949674819,1313860101,1360814460,"fork","978311661.026"
1676,"WasInformedBy",-1949684228,1313860101,1360814460,"fork","978311661.027"
1677,"WasInformedBy",-1935523683,1313860101,1360814460,"fork","978311661.059"
1678,"WasInformedBy",-1935523683,1313860101,1360814460,"fork","978311661.059"
1679,"WasInformedBy",-1935523683,1313860101,1360814460,"fork","978311661.059"
1680,"WasInformedBy",140220685,1364002317,1360814460,NULL,NULL
1681,"WasInformedBy",-1933192142,1313860100,1364002317,"fork","978311661.061"
1682,"WasInformedBy",-1933163915,1313860100,1364002317,"fork","978311661.062"
1683,"WasInformedBy",-1935647891,1313860100,1364002317,"fork","978311661.103"
1684,"WasInformedBy",-1935647891,1313860100,1364002317,"fork","978311661.103"
1685,"WasInformedBy",-1935657300,1313860100,1364002317,"fork","978311661.104"
1686,"WasInformedBy",485814263,1360814457,2015630458,NULL,NULL
1687,"WasInformedBy",-214013220,1360814873,1315762623,NULL,NULL
1688,"WasInformedBy",-1926416065,1313860098,1360814457,"fork","978311661.194"
1689,"WasInformedBy",-1926416065,1313860098,1360814457,"fork","978311661.194"
1690,"WasInformedBy",-1926416065,1313860098,1360814457,"fork","978311661.194"
1691,"WasInformedBy",-1926425474,1313860098,1360814457,"fork","978311661.195"
1692,"WasInformedBy",-1926425474,1313860098,1360814457,"fork","978311661.195"
1693,"WasInformedBy",-1926425474,1313860098,1360814457,"fork","978311661.195"
1694,"WasInformedBy",-1926425474,1313860098,1360814457,"fork","978311661.195"
1695,"WasInformedBy",-1926472519,1313860098,1360814457,"fork","978311661.196"
1696,"WasInformedBy",-1996927111,1313860098,1360814457,"fork","978311661.372"
1697,"WasInformedBy",-1996927111,1313860098,1360814457,"fork","978311661.372"
1698,"WasInformedBy",-1996927111,1313860098,1360814457,"fork","978311661.372"
1699,"WasInformedBy",-1996927111,1313860098,1360814457,"fork","978311661.372"
1700,"WasInformedBy",140220876,1364002319,1360814457,NULL,NULL
1701,"WasInformedBy",-1987528630,1313860105,1364002319,"fork","978311661.417"
1702,"WasInformedBy",-1987538039,1313860105,1364002319,"fork","978311661.418"
1703,"WasInformedBy",-1987538039,1313860105,1364002319,"fork","978311661.418"
1704,"WasInformedBy",-1983812075,1313860105,1364002319,"fork","978311661.461"
