EDGEID,"TYPE",HASH,SRCVERTEXHASH,DSTVERTEXHASH,"OPERATION","TIME"
382,"WasInformedBy",-290110152,1313860349,1315762837,"fork","978311609.943"
383,"WasInformedBy",-290110152,1313860349,1315762837,"fork","978311609.943"
384,"WasInformedBy",-290119561,1313860349,1315762837,"fork","978311609.944"
385,"WasInformedBy",-290119561,1313860349,1315762837,"fork","978311609.944"
386,"WasInformedBy",-290119561,1313860349,1315762837,"fork","978311609.944"
387,"WasInformedBy",-290119561,1313860349,1315762837,"fork","978311609.944"
388,"WasInformedBy",-290091334,1313860349,1315762837,"fork","978311609.945"
389,"WasInformedBy",-290091334,1313860349,1315762837,"fork","978311609.945"
390,"WasInformedBy",-290091334,1313860349,1315762837,"fork","978311609.945"
391,"WasInformedBy",-290091334,1313860349,1315762837,"fork","978311609.945"
392,"WasInformedBy",-290100743,1313860349,1315762837,"fork","978311609.946"
393,"WasInformedBy",-290100743,1313860349,1315762837,"fork","978311609.946"
394,"WasInformedBy",-290100743,1313860349,1315762837,"fork","978311609.946"
395,"WasInformedBy",-290100743,1313860349,1315762837,"fork","978311609.946"
396,"WasInformedBy",-290147788,1313860349,1315762837,"fork","978311609.947"
397,"WasInformedBy",-1643954482,1313860349,1315762837,"fork","978311610.352"
398,"WasInformedBy",-1633472856,1313860349,1315762837,"fork","978311610.453"
399,"WasInformedBy",-1633472856,1313860349,1315762837,"fork","978311610.453"
400,"WasInformedBy",-1630170297,1313860349,1315762837,"fork","978311610.487"
401,"WasInformedBy",-1630170297,1313860349,1315762837,"fork","978311610.487"
402,"WasInformedBy",-1630170297,1313860349,1315762837,"fork","978311610.487"
403,"WasInformedBy",-1630170297,1313860349,1315762837,"fork","978311610.487"
404,"WasInformedBy",-1622915958,1313860349,1315762837,"fork","978311610.521"
405,"WasInformedBy",-1622915958,1313860349,1315762837,"fork","978311610.521"
406,"WasInformedBy",-1622915958,1313860349,1315762837,"fork","978311610.521"
407,"WasInformedBy",-1622915958,1313860349,1315762837,"fork","978311610.521"
408,"WasInformedBy",-1623217046,1313860349,1315762837,"fork","978311610.554"
409,"WasInformedBy",-1623217046,1313860349,1315762837,"fork","978311610.554"
410,"WasInformedBy",-1623226455,1313860349,1315762837,"fork","978311610.555"
411,"WasInformedBy",-1623226455,1313860349,1315762837,"fork","978311610.555"
412,"WasInformedBy",-1623273500,1313860349,1315762837,"fork","978311610.556"
413,"WasInformedBy",-1623273500,1313860349,1315762837,"fork","978311610.556"
414,"WasInformedBy",-1623273500,1313860349,1315762837,"fork","978311610.556"
415,"WasInformedBy",-1623282909,1313860349,1315762837,"fork","978311610.557"
416,"WasInformedBy",-1623282909,1313860349,1315762837,"fork","978311610.557"
417,"WasInformedBy",-1623282909,1313860349,1315762837,"fork","978311610.557"
418,"WasInformedBy",-1623254682,1313860349,1315762837,"fork","978311610.558"
419,"WasInformedBy",-1623254682,1313860349,1315762837,"fork","978311610.558"
420,"WasInformedBy",-1623254682,1313860349,1315762837,"fork","978311610.558"
421,"WasInformedBy",-1623264091,1313860349,1315762837,"fork","978311610.559"
422,"WasInformedBy",-1623264091,1313860349,1315762837,"fork","978311610.559"
423,"WasInformedBy",-1623264091,1313860349,1315762837,"fork","978311610.559"
424,"WasInformedBy",-1623207637,1313860349,1315762837,"fork","978311610.560"
425,"WasInformedBy",-1623207637,1313860349,1315762837,"fork","978311610.560"
426,"WasInformedBy",-1623207637,1313860349,1315762837,"fork","978311610.560"
427,"WasInformedBy",-1623179410,1313860349,1315762837,"fork","978311610.561"
428,"WasInformedBy",-1623179410,1313860349,1315762837,"fork","978311610.561"
429,"WasInformedBy",-1623179410,1313860349,1315762837,"fork","978311610.561"
430,"WasInformedBy",-1623188819,1313860349,1315762837,"fork","978311610.562"
431,"WasInformedBy",-1623188819,1313860349,1315762837,"fork","978311610.562"
432,"WasInformedBy",-1623188819,1313860349,1315762837,"fork","978311610.562"
433,"WasInformedBy",-1624139128,1313860349,1315762837,"fork","978311610.563"
434,"WasInformedBy",-1624139128,1313860349,1315762837,"fork","978311610.563"
435,"WasInformedBy",-1624139128,1313860349,1315762837,"fork","978311610.563"
436,"WasInformedBy",-1624148537,1313860349,1315762837,"fork","978311610.564"
437,"WasInformedBy",-1624430807,1313860349,1315762837,"fork","978311610.599"
438,"WasInformedBy",-1683227648,1313860349,1315762837,"fork","978311610.802"
439,"WasInformedBy",-1683227648,1313860349,1315762837,"fork","978311610.802"
440,"WasInformedBy",-1683528736,1313860349,1315762837,"fork","978311610.835"
441,"WasInformedBy",-1683528736,1313860349,1315762837,"fork","978311610.835"
442,"WasInformedBy",-1683538145,1313860349,1315762837,"fork","978311610.836"
443,"WasInformedBy",-1683538145,1313860349,1315762837,"fork","978311610.836"
444,"WasInformedBy",-1683538145,1313860349,1315762837,"fork","978311610.836"
445,"WasInformedBy",-1683509918,1313860349,1315762837,"fork","978311610.837"
446,"WasInformedBy",-1683509918,1313860349,1315762837,"fork","978311610.837"
447,"WasInformedBy",-1683509918,1313860349,1315762837,"fork","978311610.837"
448,"WasInformedBy",-1683519327,1313860349,1315762837,"fork","978311610.838"
449,"WasInformedBy",-1683519327,1313860349,1315762837,"fork","978311610.838"
450,"WasInformedBy",-1683519327,1313860349,1315762837,"fork","978311610.838"
451,"WasInformedBy",-1683566372,1313860349,1315762837,"fork","978311610.839"
452,"WasInformedBy",-1683566372,1313860349,1315762837,"fork","978311610.839"
453,"WasInformedBy",-1683566372,1313860349,1315762837,"fork","978311610.839"
454,"WasInformedBy",-1684337910,1313860349,1315762837,"fork","978311610.840"
455,"WasInformedBy",-1684337910,1313860349,1315762837,"fork","978311610.840"
456,"WasInformedBy",-1684337910,1313860349,1315762837,"fork","978311610.840"
457,"WasInformedBy",-1684347319,1313860349,1315762837,"fork","978311610.841"
458,"WasInformedBy",-1684347319,1313860349,1315762837,"fork","978311610.841"
459,"WasInformedBy",-1684347319,1313860349,1315762837,"fork","978311610.841"
460,"WasInformedBy",-1684394364,1313860349,1315762837,"fork","978311610.842"
461,"WasInformedBy",-1657355447,1313860349,1315762837,"fork","978311611.004"
462,"WasInformedBy",-1653742391,1313860349,1315762837,"fork","978311611.048"
463,"WasInformedBy",-1653789436,1313860349,1315762837,"fork","978311611.049"
464,"WasInformedBy",-1654890289,1313860349,1315762837,"fork","978311611.093"
465,"WasInformedBy",-1654862062,1313860349,1315762837,"fork","978311611.094"
466,"WasInformedBy",-1654871471,1313860349,1315762837,"fork","978311611.095"
467,"WasInformedBy",-1654871471,1313860349,1315762837,"fork","978311611.095"
468,"WasInformedBy",-1654871471,1313860349,1315762837,"fork","978311611.095"
469,"WasInformedBy",-1654871471,1313860349,1315762837,"fork","978311611.095"
470,"WasInformedBy",-1724554525,1313860349,1315762837,"fork","978311611.138"
471,"WasInformedBy",-1724526298,1313860349,1315762837,"fork","978311611.139"
472,"WasInformedBy",-1720809743,1313860349,1315762837,"fork","978311611.183"
473,"WasInformedBy",-1720809743,1313860349,1315762837,"fork","978311611.183"
474,"WasInformedBy",-1720809743,1313860349,1315762837,"fork","978311611.183"
475,"WasInformedBy",-1720856788,1313860349,1315762837,"fork","978311611.184"
476,"WasInformedBy",-1713696539,1313860349,1315762837,"fork","978311611.217"
477,"WasInformedBy",-1713743584,1313860349,1315762837,"fork","978311611.218"
478,"WasInformedBy",-1713743584,1313860349,1315762837,"fork","978311611.218"
479,"WasInformedBy",-1713752993,1313860349,1315762837,"fork","978311611.219"
480,"WasInformedBy",-1715145525,1313860349,1315762837,"fork","978311611.251"
481,"WasInformedBy",-1715145525,1313860349,1315762837,"fork","978311611.251"
482,"WasInformedBy",-1715117298,1313860349,1315762837,"fork","978311611.252"
483,"WasInformedBy",-1715117298,1313860349,1315762837,"fork","978311611.252"
484,"WasInformedBy",-1711560696,1313860349,1315762837,"fork","978311611.287"
485,"WasInformedBy",-1711560696,1313860349,1315762837,"fork","978311611.287"
486,"WasInformedBy",-1711560696,1313860349,1315762837,"fork","978311611.287"
487,"WasInformedBy",-1711570105,1313860349,1315762837,"fork","978311611.288"
488,"WasInformedBy",-1704343993,1313860349,1315762837,"fork","978311611.321"
489,"WasInformedBy",-1704343993,1313860349,1315762837,"fork","978311611.321"
490,"WasInformedBy",-1704343993,1313860349,1315762837,"fork","978311611.321"
491,"WasInformedBy",-1704315766,1313860349,1315762837,"fork","978311611.322"
492,"WasInformedBy",-1704616854,1313860349,1315762837,"fork","978311611.355"
493,"WasInformedBy",-1704616854,1313860349,1315762837,"fork","978311611.355"
494,"WasInformedBy",-1704616854,1313860349,1315762837,"fork","978311611.355"
495,"WasInformedBy",-1704616854,1313860349,1315762837,"fork","978311611.355"
496,"WasInformedBy",-1706122294,1313860349,1315762837,"fork","978311611.388"
497,"WasInformedBy",-1706122294,1313860349,1315762837,"fork","978311611.388"
498,"WasInformedBy",-1706131703,1313860349,1315762837,"fork","978311611.389"
499,"WasInformedBy",-786600363,1360808250,743817911,NULL,NULL
500,"WasInformedBy",-1706131703,1313860349,1315762837,"fork","978311611.389"
501,"WasInformedBy",-1708587452,1313860349,1315762837,"fork","978311611.423"
502,"WasInformedBy",-1708587452,1313860349,1315762837,"fork","978311611.423"
503,"WasInformedBy",-1708596861,1313860349,1315762837,"fork","978311611.424"
504,"WasInformedBy",-1694436316,1313860349,1315762837,"fork","978311611.456"
505,"WasInformedBy",-1694436316,1313860349,1315762837,"fork","978311611.456"
506,"WasInformedBy",-1694445725,1313860349,1315762837,"fork","978311611.457"
507,"WasInformedBy",-1695810030,1313860349,1315762837,"fork","978311611.490"
508,"WasInformedBy",-1695819439,1313860349,1315762837,"fork","978311611.491"
509,"WasInformedBy",-1698331642,1313860349,1315762837,"fork","978311611.524"
510,"WasInformedBy",-1698331642,1313860349,1315762837,"fork","978311611.524"
511,"WasInformedBy",-1698642139,1313860349,1315762837,"fork","978311611.558"
512,"WasInformedBy",-1698642139,1313860349,1315762837,"fork","978311611.558"
513,"WasInformedBy",-1698642139,1313860349,1315762837,"fork","978311611.558"
514,"WasInformedBy",-1698642139,1313860349,1315762837,"fork","978311611.558"
515,"WasInformedBy",-1698689184,1313860349,1315762837,"fork","978311611.559"
516,"WasInformedBy",-1698689184,1313860349,1315762837,"fork","978311611.559"
517,"WasInformedBy",-1698557458,1313860349,1315762837,"fork","978311611.560"
518,"WasInformedBy",-1698557458,1313860349,1315762837,"fork","978311611.560"
519,"Used",-2058835155,1360808250,-118469821,"read","978311611.560"
520,"WasInformedBy",-1698566867,1313860349,1315762837,"fork","978311611.561"
521,"WasInformedBy",-1607986424,1313860349,1315762837,"fork","978311611.562"
522,"WasInformedBy",-1607986424,1313860349,1315762837,"fork","978311611.562"
523,"WasInformedBy",-1607986424,1313860349,1315762837,"fork","978311611.562"
524,"WasInformedBy",-1595152548,1313860349,1315762837,"fork","978311611.838"
525,"WasInformedBy",-1592311030,1313860349,1315762837,"fork","978311611.883"
526,"WasInformedBy",-1592311030,1313860349,1315762837,"fork","978311611.883"
527,"WasInformedBy",-1585197826,1313860349,1315762837,"fork","978311611.928"
528,"WasInformedBy",-1585197826,1313860349,1315762837,"fork","978311611.928"
529,"WasInformedBy",-1585207235,1313860349,1315762837,"fork","978311611.929"
530,"WasInformedBy",-1585207235,1313860349,1315762837,"fork","978311611.929"
531,"WasInformedBy",-1584849693,1313860349,1315762837,"fork","978311611.930"
532,"WasInformedBy",-1584849693,1313860349,1315762837,"fork","978311611.930"
533,"WasInformedBy",-1584821466,1313860349,1315762837,"fork","978311611.931"
534,"WasInformedBy",-1584821466,1313860349,1315762837,"fork","978311611.931"
535,"WasInformedBy",-1584821466,1313860349,1315762837,"fork","978311611.931"
536,"WasInformedBy",-1584830875,1313860349,1315762837,"fork","978311611.932"
537,"WasInformedBy",-1584830875,1313860349,1315762837,"fork","978311611.932"
538,"WasInformedBy",-1584877920,1313860349,1315762837,"fork","978311611.933"
539,"WasInformedBy",-1584877920,1313860349,1315762837,"fork","978311611.933"
540,"WasInformedBy",-1584877920,1313860349,1315762837,"fork","978311611.933"
541,"WasInformedBy",-1584887329,1313860349,1315762837,"fork","978311611.934"
542,"WasInformedBy",-1584887329,1313860349,1315762837,"fork","978311611.934"
543,"WasInformedBy",-1584887329,1313860349,1315762837,"fork","978311611.934"
544,"WasInformedBy",-1584887329,1313860349,1315762837,"fork","978311611.934"
545,"WasInformedBy",-1584859102,1313860349,1315762837,"fork","978311611.935"
546,"WasInformedBy",-1584859102,1313860349,1315762837,"fork","978311611.935"
547,"WasInformedBy",-1584859102,1313860349,1315762837,"fork","978311611.935"
548,"WasInformedBy",-1584859102,1313860349,1315762837,"fork","978311611.935"
549,"WasInformedBy",1386115661,1313860349,1315762837,"fork","978311612.175"
550,"WasInformedBy",1386369704,1313860349,1315762837,"fork","978311612.176"
551,"WasInformedBy",1383979818,1313860349,1315762837,"fork","978311612.211"
552,"WasInformedBy",1383979818,1313860349,1315762837,"fork","978311612.211"
553,"WasInformedBy",1383979818,1313860349,1315762837,"fork","978311612.211"
554,"WasInformedBy",1383970409,1313860349,1315762837,"fork","978311612.212"
555,"WasInformedBy",1383970409,1313860349,1315762837,"fork","978311612.212"
556,"WasInformedBy",1383970409,1313860349,1315762837,"fork","978311612.212"
557,"WasInformedBy",-787050637,1360803608,743817911,NULL,NULL
558,"WasInformedBy",1383970409,1313860349,1315762837,"fork","978311612.212"
559,"WasInformedBy",1383923364,1313860349,1315762837,"fork","978311612.213"
560,"WasInformedBy",1383923364,1313860349,1315762837,"fork","978311612.213"
561,"WasInformedBy",1383923364,1313860349,1315762837,"fork","978311612.213"
562,"WasInformedBy",1383923364,1313860349,1315762837,"fork","978311612.213"
563,"WasInformedBy",1383923364,1313860349,1315762837,"fork","978311612.213"
564,"WasInformedBy",1383913955,1313860349,1315762837,"fork","978311612.214"
565,"WasInformedBy",1383913955,1313860349,1315762837,"fork","978311612.214"
566,"WasInformedBy",1383913955,1313860349,1315762837,"fork","978311612.214"
567,"WasInformedBy",1383913955,1313860349,1315762837,"fork","978311612.214"
568,"WasInformedBy",1383885728,1313860349,1315762837,"fork","978311612.217"
569,"WasInformedBy",1383885728,1313860349,1315762837,"fork","978311612.217"
570,"WasInformedBy",1383876319,1313860349,1315762837,"fork","978311612.218"
571,"WasInformedBy",1383876319,1313860349,1315762837,"fork","978311612.218"
572,"WasInformedBy",1383876319,1313860349,1315762837,"fork","978311612.218"
573,"WasInformedBy",1383876319,1313860349,1315762837,"fork","978311612.218"
574,"WasInformedBy",1383876319,1313860349,1315762837,"fork","978311612.218"
575,"WasInformedBy",1383904546,1313860349,1315762837,"fork","978311612.219"
576,"WasInformedBy",1383904546,1313860349,1315762837,"fork","978311612.219"
577,"WasInformedBy",1383904546,1313860349,1315762837,"fork","978311612.219"
578,"WasInformedBy",1383904546,1313860349,1315762837,"fork","978311612.219"
579,"WasInformedBy",1383904546,1313860349,1315762837,"fork","978311612.219"
580,"WasInformedBy",1383057736,1313860349,1315762837,"fork","978311612.220"
581,"WasInformedBy",1383057736,1313860349,1315762837,"fork","978311612.220"
582,"WasInformedBy",1383057736,1313860349,1315762837,"fork","978311612.220"
583,"WasInformedBy",1383057736,1313860349,1315762837,"fork","978311612.220"
584,"WasInformedBy",1383057736,1313860349,1315762837,"fork","978311612.220"
585,"WasInformedBy",1383057736,1313860349,1315762837,"fork","978311612.220"
586,"WasInformedBy",1383057736,1313860349,1315762837,"fork","978311612.220"
587,"WasInformedBy",1383048327,1313860349,1315762837,"fork","978311612.221"
588,"WasInformedBy",1383048327,1313860349,1315762837,"fork","978311612.221"
589,"Used",973316260,1360802133,-167359069,"read","978311612.222"
590,"WasInformedBy",1325775744,1313860349,1315762837,"fork","978311612.448"
591,"WasInformedBy",1332691359,1313860349,1315762837,"fork","978311612.515"
592,"WasInformedBy",1332691359,1313860349,1315762837,"fork","978311612.515"
593,"WasInformedBy",1332691359,1313860349,1315762837,"fork","978311612.515"
594,"WasInformedBy",1332719586,1313860349,1315762837,"fork","978311612.516"
595,"WasInformedBy",1336031554,1313860349,1315762837,"fork","978311612.549"
596,"WasInformedBy",1336031554,1313860349,1315762837,"fork","978311612.549"
597,"WasInformedBy",1336031554,1313860349,1315762837,"fork","978311612.549"
598,"WasInformedBy",1336031554,1313860349,1315762837,"fork","978311612.549"
599,"WasInformedBy",1336389096,1313860349,1315762837,"fork","978311612.550"
600,"WasInformedBy",1334883656,1313860349,1315762837,"fork","978311612.583"
601,"WasInformedBy",1334883656,1313860349,1315762837,"fork","978311612.583"
602,"WasInformedBy",1334883656,1313860349,1315762837,"fork","978311612.583"
603,"WasInformedBy",1334874247,1313860349,1315762837,"fork","978311612.584"
604,"WasInformedBy",1341996860,1313860349,1315762837,"fork","978311612.628"
605,"WasInformedBy",1341996860,1313860349,1315762837,"fork","978311612.628"
606,"WasInformedBy",1341996860,1313860349,1315762837,"fork","978311612.628"
607,"WasInformedBy",1341996860,1313860349,1315762837,"fork","978311612.628"
608,"WasInformedBy",1341987451,1313860349,1315762837,"fork","978311612.629"
609,"WasInformedBy",1346042730,1313860349,1315762837,"fork","978311612.673"
610,"WasInformedBy",1346042730,1313860349,1315762837,"fork","978311612.673"
611,"WasInformedBy",1346042730,1313860349,1315762837,"fork","978311612.673"
612,"WasInformedBy",1346033321,1313860349,1315762837,"fork","978311612.674"
613,"WasInformedBy",1346033321,1313860349,1315762837,"fork","978311612.674"
614,"WasInformedBy",1353155934,1313860349,1315762837,"fork","978311612.718"
615,"WasInformedBy",1353155934,1313860349,1315762837,"fork","978311612.718"
616,"WasInformedBy",1353146525,1313860349,1315762837,"fork","978311612.719"
617,"WasInformedBy",1353146525,1313860349,1315762837,"fork","978311612.719"
618,"WasInformedBy",1353146525,1313860349,1315762837,"fork","978311612.719"
619,"WasInformedBy",1351998627,1313860349,1315762837,"fork","978311612.753"
620,"WasInformedBy",1351998627,1313860349,1315762837,"fork","978311612.753"
621,"WasInformedBy",1351998627,1313860349,1315762837,"fork","978311612.753"
622,"WasInformedBy",1351998627,1313860349,1315762837,"fork","978311612.753"
623,"WasInformedBy",1355310595,1313860349,1315762837,"fork","978311612.786"
624,"WasInformedBy",1355310595,1313860349,1315762837,"fork","978311612.786"
625,"WasInformedBy",1355338822,1313860349,1315762837,"fork","978311612.787"
626,"WasInformedBy",1355338822,1313860349,1315762837,"fork","978311612.787"
627,"WasInformedBy",1131319941,1313860349,1315762837,"fork","978311612.821"
628,"WasInformedBy",1131319941,1313860349,1315762837,"fork","978311612.821"
629,"WasInformedBy",1131319941,1313860349,1315762837,"fork","978311612.821"
630,"WasInformedBy",1131319941,1313860349,1315762837,"fork","978311612.821"
631,"WasInformedBy",1130971808,1313860349,1315762837,"fork","978311612.855"
632,"WasInformedBy",1130971808,1313860349,1315762837,"fork","978311612.855"
633,"WasInformedBy",1130971808,1313860349,1315762837,"fork","978311612.855"
634,"WasInformedBy",1130962399,1313860349,1315762837,"fork","978311612.856"
635,"WasInformedBy",1130962399,1313860349,1315762837,"fork","978311612.856"
636,"WasInformedBy",1134274367,1313860349,1315762837,"fork","978311612.889"
637,"WasInformedBy",1134406093,1313860349,1315762837,"fork","978311612.890"
638,"WasInformedBy",1134406093,1313860349,1315762837,"fork","978311612.890"
639,"WasInformedBy",1134406093,1313860349,1315762837,"fork","978311612.890"
640,"WasInformedBy",1141472252,1313860349,1315762837,"fork","978311612.925"
641,"WasInformedBy",1141472252,1313860349,1315762837,"fork","978311612.925"
642,"WasInformedBy",1141472252,1313860349,1315762837,"fork","978311612.925"
643,"WasInformedBy",1141472252,1313860349,1315762837,"fork","978311612.925"
644,"WasInformedBy",1141472252,1313860349,1315762837,"fork","978311612.925"
645,"WasInformedBy",1141161755,1313860349,1315762837,"fork","978311612.959"
646,"WasInformedBy",1141161755,1313860349,1315762837,"fork","978311612.959"
647,"WasInformedBy",1141161755,1313860349,1315762837,"fork","978311612.959"
648,"WasInformedBy",1141161755,1313860349,1315762837,"fork","978311612.959"
649,"WasInformedBy",1140390217,1313860349,1315762837,"fork","978311612.960"
650,"WasInformedBy",1140089129,1313860349,1315762837,"fork","978311612.993"
651,"WasInformedBy",1140089129,1313860349,1315762837,"fork","978311612.993"
652,"WasInformedBy",1140089129,1313860349,1315762837,"fork","978311612.993"
653,"WasInformedBy",1140042084,1313860349,1315762837,"fork","978311612.994"
654,"WasInformedBy",-1374326842,1313860349,1315762837,"fork","978311613.027"
655,"WasInformedBy",-1374326842,1313860349,1315762837,"fork","978311613.027"
656,"WasInformedBy",-1374326842,1313860349,1315762837,"fork","978311613.027"
657,"WasInformedBy",-1374326842,1313860349,1315762837,"fork","978311613.027"
658,"WasInformedBy",-1374336251,1313860349,1315762837,"fork","978311613.028"
659,"WasInformedBy",-1360119252,1313860349,1315762837,"fork","978311613.061"
660,"WasInformedBy",-1360119252,1313860349,1315762837,"fork","978311613.061"
661,"WasInformedBy",-1360128661,1313860349,1315762837,"fork","978311613.062"
662,"WasInformedBy",-1360128661,1313860349,1315762837,"fork","978311613.062"
663,"WasInformedBy",-1363544128,1313860349,1315762837,"fork","978311613.106"
664,"WasInformedBy",-1363553537,1313860349,1315762837,"fork","978311613.107"
665,"WasInformedBy",-1363553537,1313860349,1315762837,"fork","978311613.107"
666,"WasInformedBy",-1363525310,1313860349,1315762837,"fork","978311613.108"
667,"WasInformedBy",-1363525310,1313860349,1315762837,"fork","978311613.108"
668,"WasInformedBy",-1364616754,1313860349,1315762837,"fork","978311613.151"
669,"WasInformedBy",-1364616754,1313860349,1315762837,"fork","978311613.151"
670,"WasInformedBy",-1364372120,1313860349,1315762837,"fork","978311613.153"
671,"WasInformedBy",-1364381529,1313860349,1315762837,"fork","978311613.154"
672,"WasInformedBy",-1364381529,1313860349,1315762837,"fork","978311613.154"
673,"WasInformedBy",-1582359832,1313860349,1315762837,"fork","978311613.197"
674,"WasInformedBy",-1582359832,1313860349,1315762837,"fork","978311613.197"
675,"WasInformedBy",-1582359832,1313860349,1315762837,"fork","978311613.197"
676,"WasInformedBy",-1582369241,1313860349,1315762837,"fork","978311613.198"
677,"WasInformedBy",-1584777945,1313860349,1315762837,"fork","978311613.231"
678,"WasInformedBy",-1584777945,1313860349,1315762837,"fork","978311613.231"
679,"WasInformedBy",-1584777945,1313860349,1315762837,"fork","978311613.231"
680,"WasInformedBy",-1584749718,1313860349,1315762837,"fork","978311613.232"
681,"WasInformedBy",-1584749718,1313860349,1315762837,"fork","978311613.232"
682,"WasInformedBy",-1586255158,1313860349,1315762837,"fork","978311613.265"
683,"WasInformedBy",-1586255158,1313860349,1315762837,"fork","978311613.265"
684,"WasInformedBy",-1586255158,1313860349,1315762837,"fork","978311613.265"
685,"WasInformedBy",-1586255158,1313860349,1315762837,"fork","978311613.265"
686,"WasInformedBy",-1579085500,1313860349,1315762837,"fork","978311613.300"
687,"WasInformedBy",-1579085500,1313860349,1315762837,"fork","978311613.300"
688,"WasInformedBy",-1579094909,1313860349,1315762837,"fork","978311613.301"
689,"WasInformedBy",-1579094909,1313860349,1315762837,"fork","978311613.301"
690,"WasInformedBy",-1579094909,1313860349,1315762837,"fork","978311613.301"
691,"WasInformedBy",-1574569180,1313860349,1315762837,"fork","978311613.333"
692,"WasInformedBy",-1574569180,1313860349,1315762837,"fork","978311613.333"
693,"WasInformedBy",-1574569180,1313860349,1315762837,"fork","978311613.333"
694,"WasInformedBy",-1574569180,1313860349,1315762837,"fork","978311613.333"
695,"WasInformedBy",-1574578589,1313860349,1315762837,"fork","978311613.334"
696,"WasInformedBy",-1576084029,1313860349,1315762837,"fork","978311613.367"
697,"WasInformedBy",-1576084029,1313860349,1315762837,"fork","978311613.367"
698,"WasInformedBy",-1576084029,1313860349,1315762837,"fork","978311613.367"
699,"WasInformedBy",-1576055802,1313860349,1315762837,"fork","978311613.368"
700,"WasInformedBy",-1568839099,1313860349,1315762837,"fork","978311613.402"
701,"WasInformedBy",-1568839099,1313860349,1315762837,"fork","978311613.402"
702,"WasInformedBy",-1568839099,1313860349,1315762837,"fork","978311613.402"
703,"WasInformedBy",-1568839099,1313860349,1315762837,"fork","978311613.402"
704,"WasInformedBy",-1568839099,1313860349,1315762837,"fork","978311613.402"
705,"WasInformedBy",-1569168414,1313860349,1315762837,"fork","978311613.438"
706,"WasInformedBy",-1569168414,1313860349,1315762837,"fork","978311613.438"
707,"WasInformedBy",-1569168414,1313860349,1315762837,"fork","978311613.438"
708,"WasInformedBy",-1569168414,1313860349,1315762837,"fork","978311613.438"
709,"WasInformedBy",-1569168414,1313860349,1315762837,"fork","978311613.438"
710,"WasInformedBy",-1565498904,1313860349,1315762837,"fork","978311613.472"
711,"WasInformedBy",-1565498904,1313860349,1315762837,"fork","978311613.472"
712,"WasInformedBy",-1565498904,1313860349,1315762837,"fork","978311613.472"
713,"WasInformedBy",-1565498904,1313860349,1315762837,"fork","978311613.472"
714,"WasInformedBy",-1558686788,1313860349,1315762837,"fork","978311613.506"
715,"WasInformedBy",-1558686788,1313860349,1315762837,"fork","978311613.506"
716,"WasInformedBy",-1558686788,1313860349,1315762837,"fork","978311613.506"
717,"WasInformedBy",-1558696197,1313860349,1315762837,"fork","978311613.507"
718,"WasInformedBy",-1558667970,1313860349,1315762837,"fork","978311613.508"
719,"WasInformedBy",-1559759414,1313860349,1315762837,"fork","978311613.540"
720,"WasInformedBy",-1559759414,1313860349,1315762837,"fork","978311613.540"
721,"WasInformedBy",-1559768823,1313860349,1315762837,"fork","978311613.541"
722,"WasInformedBy",-1559768823,1313860349,1315762837,"fork","978311613.541"
723,"WasInformedBy",-1559815868,1313860349,1315762837,"fork","978311613.542"
724,"WasInformedBy",-1556155767,1313860349,1315762837,"fork","978311613.585"
725,"WasInformedBy",-1556155767,1313860349,1315762837,"fork","978311613.585"
726,"WasInformedBy",-1556155767,1313860349,1315762837,"fork","978311613.585"
727,"WasInformedBy",-1556155767,1313860349,1315762837,"fork","978311613.585"
728,"WasInformedBy",-1625754140,1313860349,1315762837,"fork","978311613.630"
729,"WasInformedBy",-1625754140,1313860349,1315762837,"fork","978311613.630"
730,"WasInformedBy",-1625754140,1313860349,1315762837,"fork","978311613.630"
731,"WasInformedBy",-1625763549,1313860349,1315762837,"fork","978311613.631"
732,"WasInformedBy",-1625763549,1313860349,1315762837,"fork","978311613.631"
733,"WasInformedBy",-1626939674,1313860349,1315762837,"fork","978311613.676"
734,"WasInformedBy",-1626939674,1313860349,1315762837,"fork","978311613.676"
735,"WasInformedBy",-1626939674,1313860349,1315762837,"fork","978311613.676"
736,"WasInformedBy",-1626939674,1313860349,1315762837,"fork","978311613.676"
737,"WasInformedBy",-1626939674,1313860349,1315762837,"fork","978311613.676"
738,"WasInformedBy",-1610088155,1313860349,1315762837,"fork","978311613.710"
739,"WasInformedBy",-1610088155,1313860349,1315762837,"fork","978311613.710"
740,"WasInformedBy",-1610088155,1313860349,1315762837,"fork","978311613.710"
741,"WasInformedBy",-1610135200,1313860349,1315762837,"fork","978311613.711"
742,"WasInformedBy",-1616458048,1313860349,1315762837,"fork","978311613.744"
743,"WasInformedBy",-1616458048,1313860349,1315762837,"fork","978311613.744"
744,"WasInformedBy",-1616458048,1313860349,1315762837,"fork","978311613.744"
745,"WasInformedBy",-1616467457,1313860349,1315762837,"fork","978311613.745"
746,"WasInformedBy",-1616467457,1313860349,1315762837,"fork","978311613.745"
747,"WasInformedBy",-1616768545,1313860349,1315762837,"fork","978311613.778"
748,"WasInformedBy",-1616768545,1313860349,1315762837,"fork","978311613.778"
749,"WasInformedBy",-1616768545,1313860349,1315762837,"fork","978311613.778"
750,"WasInformedBy",-1616768545,1313860349,1315762837,"fork","978311613.778"
751,"WasInformedBy",-1599879390,1313860349,1315762837,"fork","978311613.812"
